EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;219653;0;0;0;0;2423210;2050980;304500;46291;7;2050980000;0;0;0;366432;60,2;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;530111;0;0;0;0;2609990;2055240;302400;46524;12;2055240000;0;0;0;673200;61,7333;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;15818;0;0;0;0;369684;313895;45500;6846;1;313896000;0;0;0;54000;8,6;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;160315;0;0;0;0;1743730;1543110;215900;33585;5;1543120000;0;0;0;259600;43,2667;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;148585;0;0;;;;;;;;;;;;;;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;1017686;0;0;0;0;3429880;3009500;431000;64960;10;3009510000;0;0;0;528000;84,0833;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;48085;0;0;0;0;1038320;909467;127500;20808;3;909469000;0;0;0;149700;26,65;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;88405;0;0;0;0;1335960;710186;181600;24740;4;710186000;0;0;0;216000;30,8;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;25393;0;0;0;0;1013630;879364;124200;18771;3;879365000;0;0;0;162000;23,4333;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;77484;0;0;0;0;1004700;931215;124200;20094;3;931216000;0;0;0;150000;25,6833;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SGAS;ASUNCIÓN;;;PARAGUAI;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;46591;0;0;0;0;333666;287885;41500;6179;1;287886000;0;0;0;54000;7,71667;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;92718;34781;8400;1717;1;34781300;0;0;0;54000;2,36667;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SCEL;SANTIAGO;;;CHILE;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;352157;0;0;0;0;1297320;662577;168000;22760;20;662586000;0;0;0;1140000;40,3;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;SBCB;CABO FRIO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;0;0;45252;20290;8400;838;1;20290500;0;0;0;54000;1,48333;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;SBCB;CABO FRIO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;0;0;49032;33905;10000;908;2;33906100;0;0;0;108000;2,38333;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;0;0;110778;63869;20000;1996;4;63870500;0;0;0;222000;4,9;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;0;0;131922;31578;35000;2443;7;31581400;0;0;0;378000;6,78333;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;0;0;10215;0;0;;;;;;;;;;;;;;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;652876;0;0;0;0;1963420;1760800;228800;35061;13;1760810000;0;0;0;728000;49,8;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SEQM;QUITO;;;EQUADOR;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;1892000;9603;170000;35037;17;9604260;0;0;0;918000;54,2833;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;482490;1738;42000;8935;5;1738750;0;0;0;270000;13,8667;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SKRG;MEDELLÍN/RIONEGRO;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;107514;9154;8800;1991;1;9154620;0;0;0;54000;2,91667;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SPJC;CALLAO/LIMA, LIMA METROPOLITAN AREA;;;PERU;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;36523;0;0;0;0;114912;77720;8400;2128;1;77720900;0;0;0;54000;2,91667;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;0;0;55620;30300;11000;1030;2;30301100;0;0;0;108000;2,41667;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;0;0;29052;5685;5000;538;1;5685050;0;0;0;54000;1,11667;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;0;0;18198;5076;3100;337;1;5076900;0;0;0;54000;0,933333;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;0;0;85968;21631;12400;1592;4;21632500;0;0;0;216000;4,16667;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;687450;0;0;0;0;2184570;1837340;258000;40455;15;1837340000;0;0;0;810000;55,6667;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;119258;0;0;0;0;80676;32483;54800;1494;18;32493800;0;0;0;972000;11,55;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;20877;0;0;0;0;113454;56884;18500;2101;1;56884600;0;0;0;54000;3,08333;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SEQM;QUITO;;;EQUADOR;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;698058;0;61500;12927;3;0;0;0;0;162000;17,1;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SKBO;BOGOTÁ;;;COLÔMBIA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;502;0;0;0;0;468288;2168;41000;8672;2;2168000;0;0;0;108000;12,2833;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;0;0;8483;0;0;;;;;;;;;;;;;;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;312181;0;0;0;0;1957380;931051;262000;34340;20;931062000;0;0;0;1140000;54,0167;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;408409;0;0;0;0;1273320;1070060;147600;23580;9;1070070000;0;0;0;486000;32,6;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;31800;0;0;0;0;41580;24486;4800;770;1;24486000;0;0;0;54000;1,36667;0
LTG;ABSA - AEROLINHAS BRASILEIRAS S.A.;BRASILEIRA;2021;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SCCF;CALAMA;;;CHILE;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;22001;0;0;0;0;120474;49084;22500;2231;1;49084200;0;0;0;54000;3,6;0
